From,To,Length(m),Azimuth(deg),Clino(deg)
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.98,208.50,-38.30
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.83,204.70,-54.10
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.16,51.80,-26.80
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.42,51.50,-13.40
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.64,43.30,-11.40
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,6.78,42.70,-12.80
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.61,35.00,-17.30
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.10,56.50,-10.00
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,12.28,154.80,31.60
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,12.87,155.20,31.60
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,12.30,155.20,31.60
1@PiratesJonction.CuevaPirates.106.UltimaPatagonia,2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,12.26,155.10,31.50
2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.67,93.80,-86.30
2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.38,246.80,-16.70
2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.46,241.90,3.10
2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.62,50.60,-51.30
2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.87,51.70,-29.00
2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.02,62.40,-15.60
2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,6.83,6.80,-25.20
2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.74,295.80,-28.10
2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.99,229.00,-19.90
2@PiratesJonction.CuevaPirates.106.UltimaPatagonia,3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,5.11,210.40,-10.50
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.54,97.50,27.80
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.78,118.90,-11.40
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.31,120.90,-18.30
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.39,128.30,-30.50
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.87,132.90,-51.50
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.56,139.90,-66.70
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.31,136.80,-79.60
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.77,146.60,-82.60
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.54,271.70,-62.40
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.95,270.20,-22.10
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.61,271.60,-6.50
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.45,167.40,-27.60
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.99,176.50,-17.40
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.08,213.00,-34.60
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.45,189.50,-18.50
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.92,172.60,-25.40
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.92,185.90,-20.00
3@PiratesJonction.CuevaPirates.106.UltimaPatagonia,4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,3.57,192.30,-18.10
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.28,228.80,71.20
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.33,288.90,24.90
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.76,276.00,13.50
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.51,278.60,-6.90
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.01,272.80,-16.40
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.89,298.20,-22.10
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.71,269.10,-21.90
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.49,251.40,-21.70
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.41,255.20,-27.50
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.78,253.30,-28.60
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.13,251.20,-3.70
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.75,229.10,12.10
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.70,222.90,-15.60
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.51,209.70,21.00
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.60,214.50,-18.60
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.06,189.60,1.70
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.36,110.60,2.60
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.90,111.30,-11.00
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.49,112.10,-23.10
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.38,145.50,-77.40
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.46,253.50,-57.60
4@PiratesJonction.CuevaPirates.106.UltimaPatagonia,5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,5.47,228.50,-2.40
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.44,160.20,-87.20
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.32,174.20,-49.20
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.65,172.20,-8.90
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.79,159.10,9.20
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.05,158.50,8.30
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.67,157.70,3.30
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.52,153.90,13.80
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.36,276.30,81.10
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.50,315.70,45.80
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.41,311.80,-8.70
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.47,323.20,-32.50
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.67,334.70,-35.20
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.16,332.70,-54.50
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.82,40.20,-11.30
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.38,48.10,-33.40
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.04,110.00,-18.90
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.51,106.70,26.90
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.19,102.50,19.20
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.97,94.70,3.20
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.99,84.00,-8.20
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.17,76.90,-11.30
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.40,60.10,-19.60
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.88,47.50,-17.60
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.67,48.90,-9.90
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.32,60.20,-1.70
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.92,225.80,-7.90
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.10,235.50,-17.10
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.35,236.10,-27.60
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.13,220.90,-18.50
5@PiratesJonction.CuevaPirates.106.UltimaPatagonia,6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,2.53,219.40,-21.20
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.79,138.40,-0.30
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.49,148.70,25.70
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.53,162.40,45.60
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.80,327.90,-30.40
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.29,319.60,-36.20
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.87,293.70,-50.50
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.33,290.50,-11.80
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.26,289.00,-64.10
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.43,250.40,-71.00
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,7.80,189.40,10.00
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.31,194.20,18.10
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,6.05,188.60,12.20
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.71,189.60,-0.00
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.71,174.30,-8.90
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,6.56,199.90,-2.00
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.97,225.80,-7.80
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.05,247.00,-19.70
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.74,239.00,-21.40
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.93,234.20,-29.50
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.94,228.20,-31.60
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.88,215.80,-24.00
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.53,209.20,-2.40
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.56,215.80,5.20
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.19,232.70,-5.40
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.71,182.90,10.60
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.05,184.40,14.30
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.75,170.10,1.90
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.72,174.60,6.40
6@PiratesJonction.CuevaPirates.106.UltimaPatagonia,7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,5.71,222.00,-10.40
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.07,187.00,-11.10
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.81,196.60,16.30
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.95,257.80,85.50
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.99,205.70,8.40
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.10,184.90,-14.70
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.90,195.30,29.80
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.97,158.90,80.60
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.94,23.50,8.30
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.60,0.20,-26.30
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.77,1.70,-37.30
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.89,5.90,-57.50
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.28,16.70,-73.00
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.37,190.00,-74.50
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.45,181.10,-27.60
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.30,254.10,-22.70
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.08,247.00,-21.10
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.08,246.80,-29.90
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,8.19,278.60,-29.80
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.05,270.40,-23.40
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,8.00,266.30,-21.70
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,6.04,269.60,-29.70
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,6.62,271.30,-34.60
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,7.59,284.10,-35.00
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.51,280.60,-37.50
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.68,291.60,-29.80
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.18,74.60,13.30
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.11,77.40,-0.60
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.03,76.60,-14.20
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.12,96.10,19.10
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.54,91.60,27.10
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.88,106.00,31.40
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,11.05,107.80,21.60
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,7.20,113.90,23.60
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.27,119.30,29.50
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.31,139.40,29.00
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,10.31,156.10,29.20
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.83,167.20,27.10
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.54,152.50,27.80
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.69,178.60,26.10
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,4.85,227.10,-9.10
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.07,338.60,87.00
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.67,340.20,45.30
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.15,5.00,16.80
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.25,346.10,-9.40
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.29,343.00,-15.70
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,7.64,358.20,-21.00
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.50,341.40,-22.00
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.33,306.40,-69.50
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.80,284.60,-1.00
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.42,280.40,-10.30
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.91,268.30,-15.30
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,7.15,262.90,-25.60
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.42,263.80,-33.50
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.91,264.00,-35.20
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.79,244.30,-22.30
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,8.22,245.30,-16.40
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,6.36,243.70,-31.60
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.77,242.10,-36.60
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.70,236.00,-44.90
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.53,237.60,-49.30
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.17,237.10,-58.60
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.65,219.70,-23.70
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.83,221.40,-7.70
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.47,231.10,11.90
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.77,236.80,30.50
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.40,240.90,45.40
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.97,242.20,57.70
8@PiratesJonction.CuevaPirates.106.UltimaPatagonia,161@PiratesJonction.CuevaPirates.106.UltimaPatagonia,2.39,284.00,-18.00
7@PiratesJonction.CuevaPirates.106.UltimaPatagonia,9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,6.44,113.90,20.30
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.48,165.30,35.20
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.97,180.90,39.80
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.86,248.40,77.00
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.51,36.70,77.80
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.95,4.10,15.50
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.65,349.20,3.40
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.76,348.20,-3.90
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.89,345.20,-13.10
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.32,351.60,-26.90
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.94,319.40,2.70
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.80,47.70,4.80
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.34,76.30,20.50
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.35,65.80,20.60
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.16,102.60,42.90
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.76,103.40,17.20
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.96,78.60,7.50
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.87,38.20,2.10
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.70,91.60,18.30
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.59,104.40,32.60
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.06,96.80,28.30
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.48,100.00,23.80
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.91,314.50,8.70
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.12,312.10,-9.50
9@PiratesJonction.CuevaPirates.106.UltimaPatagonia,10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,3.14,100.00,18.10
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.35,204.40,2.80
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.90,205.50,10.60
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.34,209.50,23.90
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.14,234.00,68.30
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.81,196.50,44.70
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.50,92.10,77.00
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.35,41.70,49.80
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.20,7.60,24.30
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.68,351.10,5.00
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.87,340.10,-7.70
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.51,64.00,35.40
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.08,169.90,26.10
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.52,162.30,29.10
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.94,145.50,33.80
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.49,88.60,35.90
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.08,124.50,41.50
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.89,141.90,34.40
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.27,240.40,-7.20
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.88,233.90,18.70
10@PiratesJonction.CuevaPirates.106.UltimaPatagonia,11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,6.69,141.30,35.20
11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.60,165.40,-82.40
11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.41,48.00,-23.70
11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.09,31.50,-4.60
11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.94,26.90,24.70
11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.04,33.20,35.20
11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.15,53.90,13.40
11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.14,46.20,35.10
11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.55,114.30,21.70
11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.78,136.40,-4.60
11@PiratesJonction.CuevaPirates.106.UltimaPatagonia,12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,3.87,89.80,36.90
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.79,210.80,50.90
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.16,199.80,2.00
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.49,200.00,-24.60
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.90,175.00,-33.30
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.91,191.70,-68.80
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.60,169.00,-77.60
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.38,26.40,-61.60
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.48,158.40,11.90
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.95,141.80,4.40
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.46,154.60,24.10
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.38,160.90,30.40
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.78,143.30,19.70
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.74,132.70,16.30
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.72,125.00,17.50
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.13,150.50,25.70
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.32,134.10,-5.50
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.39,118.30,7.10
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.17,150.50,-15.90
12@PiratesJonction.CuevaPirates.106.UltimaPatagonia,13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,5.12,147.70,23.70
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.58,295.60,81.20
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.10,62.30,-21.30
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.90,50.70,-9.10
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.91,43.60,5.40
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.76,35.30,19.20
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.58,33.40,30.90
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.81,39.90,53.80
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.88,42.70,72.30
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,0.55,27.00,77.70
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.44,73.50,32.20
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.97,79.20,36.20
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.70,95.50,25.30
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.43,87.90,38.00
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.61,110.90,26.50
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.96,141.10,37.40
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.59,177.80,53.80
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.14,165.00,69.10
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.65,155.50,67.70
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.36,141.90,60.60
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.39,145.30,43.60
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.03,140.80,47.20
13@PiratesJonction.CuevaPirates.106.UltimaPatagonia,14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,2.82,127.40,39.00
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.12,352.80,7.30
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.41,351.00,46.80
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,1.66,263.90,-1.50
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.47,302.20,-8.50
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.44,240.90,-2.40
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.02,238.70,-14.50
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.69,230.40,-18.20
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.46,214.80,-11.90
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.56,213.30,1.00
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.81,216.50,7.50
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.04,227.40,3.90
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,3.89,229.90,-11.60
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,5.88,226.70,-16.90
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.95,219.20,-18.50
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.43,225.10,-13.40
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.68,223.30,-9.30
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,4.32,221.30,-5.30
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,6.98,221.60,-13.20
14@PiratesJonction.CuevaPirates.106.UltimaPatagonia,-,2.36,216.50,14.80
